"","issu","act","ctxt","summ","area","date","id"
"1021","CD",NA,"Council Question","Hon Tanya CHAN raised a question on ""Electorate Base of Legislative Council Functional Constituencies"".  [<a href=""http://www.legco.gov.hk/yr10-11/english/counmtg/hansard/cm1020-translate-e.pdf"" target=""_blank"">Hansard</a> ""page 12""]","Constitutional Affairs","20.10.10",355
"1022","CD",NA,"Constitutional Affairs Panel","The Panel discussed the arrangements regarding the Methods for Selecting the Chief Executive and for Forming the Legislative Council in 2012. [<a href=""http://www.legco.gov.hk/yr10-11/english/panels/ca/papers/ca1030cb2-150-1-e.pdf"" target=""_blank"">Paper</a>]
[<a href=""http://www.legco.gov.hk/yr10-11/english/panels/ca/papers/ca1030cb2-150-2-e.pdf"" target=""_blank"">Background brief prepared by the Secretariat</a>]","Constitutional Affairs","30.10.10",356
"1023","CD",NA,"House Committee","The Chief Executive Election (Amendment) Bill 2010 and the Legislative Council (Amendment) Bill 2010 were introduced into LegCo on 10 December 2010.  The House Committee agreed to form a Bills Committee to study the two Bills.  The CE Election (Amendment) Bill 2010 sought to increase the number of seats for each EC sector to 300, allocate the additional seats among the EC subsectors and make changes in relation to DCs and Chinese medicine subsectors and other related matters. The LegCo (Amendment) Bill 2010 sought to enlarge LegCo by adding five geographical constituency seats and creating a new DC Functional Constituency (i.e. the DC (second) FC) of five seats and to make other changes related to LegCo elections.  
<br /><br />The Bills Committee held a total of 11 meetings and received views from 78 organizations and individuals.  The Bills Committee reported its deliberations to the House Committee on 18 February 2011.  The Bills Committee made a report to the Council on 2 March 2011.  The two bills were passed by LegCo on 3 March and 5 March 2011 respectively.
[<a href=""http://www.legco.gov.hk/yr10-11/english/bc/bc53/general/bc53.htm"" target=""_blank"">Meeting schedules</a>]
[<a href=""http://www.legco.gov.hk/yr10-11/english/hc/papers/hc0218cb2-1034-e.pdf"" target=""_blank"">Report</a>]","Constitutional Affairs","17.12.10",357
"1024","CD",NA,"Council Motion","Hon LEUNG Kwok-hung moved a motion on ""Proposal on the Constitutional Reform in Hong Kong"" for debate in the Council.  The motion was negatived. [<a href=""http://www.legco.gov.hk/yr10-11/english/counmtg/hansard/cm0630-translate-e.pdf"" target=""_blank"">Hansard</a> ""page 168""]","Constitutional Affairs","30.6.11",358
"1025","CD",NA,"Council Question","Hon Emily LAU raised a question on ""1 July March"".  [<a href=""http://www.legco.gov.hk/yr11-12/english/counmtg/hansard/cm0704-translate-e.pdf"" target=""_blank"">Hansard</a> ""page 76""]","Constitutional Affairs","4.7.12",359
"1026","CD",NA,"Council Motion","Hon Ronny TONG moved a motion on ""Implementing Dual Universal Suffrage"" for debate in the Council.  The motion was negatived.  
[<a href=""http://www.legco.gov.hk/yr12-13/english/counmtg/hansard/cm0220-translate-e.pdf"" target=""_blank"">Hansard</a> ""page 202""]","Constitutional Affairs","20.2.13",360
"1027","CD",NA,"Council Question","Hon James TO raised a question on ""Chief Executive Election in 2017"". [<a href=""http://www.legco.gov.hk/yr12-13/english/counmtg/hansard/cm0327-translate-e.pdf"" target=""_blank"">Hansard</a> ""page 7""]","Constitutional Affairs","27.3.13",361
"1028","CD",NA,"Council Question","Hon Alan LEONG raised a question on ""Selection of Chief Executive and Election of Legislative Council by Universal Suffrage"".  [<a href=""http://www.legco.gov.hk/yr12-13/english/counmtg/hansard/cm0529-translate-e.pdf"" target=""_blank"">Hansard</a> ""page 29""]","Constitutional Affairs","29.5.13",362
"1029","CD",NA,"Council Motion","Hon Alan LEONG moved a motion on ""Democratic procedures for the election of the Chief Executive by universal suffrage in 2017"" for debate in the Council.  The motion was negatived.  [<a href=""http://www.legco.gov.hk/yr12-13/english/counmtg/hansard/cm0529-translate-e.pdf"" target=""_blank"">Hansard</a> ""page 241""]","Constitutional Affairs","29.5.13",363
"1030","CD",NA,"Council Question","Hon Emily LAU raised a question on ""Public Consultation on Constitutional Reform"".  [<a href=""http://www.legco.gov.hk/yr12-13/english/counmtg/hansard/cm0717-translate-e.pdf"" target=""_blank"">Hansard</a> ""page 69""]","Constitutional Affairs","17.7.13",364
"1031","CD",NA,"Council Question","Hon Alan LEONG raised a question on ""Work of Task Force on Public Consultation in Relation to Constitutional Development"".  [<a href=""http://www.legco.gov.hk/yr13-14/english/counmtg/hansard/cm1030-translate-e.pdf"" target=""_blank"">Hansard</a> ""page 144""]","Constitutional Affairs","30.10.13",365
"1032","CD",NA,"Council Meeting","CS made a statement in Council on the Consultation Document on Methods for Selecting the Chief Executive 2017 and for Forming the Legislative Council in 2016. [<a href=""http://www.legco.gov.hk/yr13-14/english/counmtg/hansard/cm1204-translate-e.pdf"" target=""_blank"">Hansard</a> ""page 200""]","Constitutional Affairs","4.12.13",366
"1033","CD",NA,"Constitutional Affairs Panel","The Panel discussed the Consultation Document on Methods for Selecting the Chief Executive in 2017 and for Forming the Legislative Council in 2016.
[<a href=""http://www.legco.gov.hk/yr13-14/english/panels/ca/papers/ca1209-cdoc20131204-e.pdf"" target=""_blank"">Consultation Document</a>]
[<a href=""http://www.legco.gov.hk/yr13-14/english/panels/ca/papers/ca1209-statement20131204-e.pdf"" target=""_blank"">Statement by the Chief Secretary for Administration</a>]
[<a href=""http://www.legco.gov.hk/yr13-14/english/panels/ca/papers/ca1209cb2-451-1-e.pdf"" target=""_blank"">Paper</a>]
[<a href=""http://www.legco.gov.hk/yr13-14/english/panels/ca/papers/ca1209cb2-451-2-e.pdf"" target=""_blank"">Updated background brief prepared by the Secretariat</a>]","Constitutional Affairs","9.12.13",367
"1034","CD",NA,"Constitutional Affairs Panel","The Panel received views from deputations on the Consultation Document on Methods for Selecting the Chief Executive in 2017 and for Forming the Legislative Council in 2016.
[<a href=""http://www.legco.gov.hk/yr13-14/english/panels/ca/papers/ca0111cb2-628-1-e.pdf"" target=""_blank"">Updated background brief prepared by the Secretariat</a>]","Constitutional Affairs","11.1.14",368
"1035","CD",NA,"Council Question","Hon LAM Tai-fai raised a question on ""Constitutional Development"". [<a href=""http://www.legco.gov.hk/yr13-14/english/counmtg/hansard/cm0212-translate-e.pdf"" target=""_blank"">Hansard</a> ""page 57""]","Constitutional Affairs","12.2.14",369
"1222","CD",NA,"Council Question","Hon LAM Tai-fai raised a question on ""Constitutional Development"".  [<a href=""http://www.legco.gov.hk/yr13-14/english/counmtg/hansard/cm0409-translate-e.pdf#nameddest=wrq15"" target=""_blank"">Hansard</a> ""page 65""]","Constitutional Affairs","9.4.14",370
"1223","CD",NA,"Council Question","Dr Hon LAM Tai-fai raised a question on ""Occupy Central and Constitutional Development Proposals"".  [<a href=""http://www.legco.gov.hk/yr13-14/english/counmtg/hansard/cm0618-translate-e.pdf#nameddest=orq01"" target=""_blank"">Hansard</a> ""page 61""]","Constitutional Affairs","18.6.14",371
"1224","CD",NA,"Council Question","Dr Hon KWOK Ka-ki raised a question on ""Government's Deployment Against Occupy Central"".  [<a href=""http://www.legco.gov.hk/yr13-14/english/counmtg/hansard/cm0618-translate-e.pdf#nameddest=orq03"" target=""_blank"">Hansard</a> ""page 87""]","Constitutional Affairs","18.6.14",372
"1225","CD",NA,"Council Question","Hon Frederick FUNG raised a question on ""HKSAR Conducting Its Administrative Affairs on Its Own"".  [<a href=""http://www.legco.gov.hk/yr13-14/english/counmtg/hansard/cm0618-translate-e.pdf#nameddest=orq06"" target=""_blank"">Hansard</a> ""page 121""]","Constitutional Affairs","18.6.14",373
"1226","CD",NA,"Council Question","Dr Hon Helena WONG raised a question on ""White Paper on ""The Practice of the 'One Country, Two Systems' Policy in
the Hong Kong Special Administrative Region"""".  [<a href=""http://www.legco.gov.hk/yr13-14/english/counmtg/hansard/cm0625-translate-e.pdf#nameddest=orq03"" target=""_blank"">Hansard</a> ""page 31""]","Constitutional Affairs","25.6.14",374
"1227","CD",NA,"Council Question","Dr Hon LAM Tai-fai raised a question on ""Conduct of ""Popvote"" on 22 June 2014"".  [<a href=""http://www.legco.gov.hk/yr13-14/english/counmtg/hansard/cm0625-translate-e.pdf#nameddest=wrq21"" target=""_blank"">Hansard</a> ""page 166""]","Constitutional Affairs","25.6.14",375
"1228","CD",NA,"House Committee","Chief Secretary for Administration made a statement at the House Committee on :
<br /><br /><table><tr><td valign=""top"">(a)</td><td valign=""top"">Report by the CE of HKSAR to NPCSC on whether there is a need to amend the methods for selecting the CE of HKSAR in 2017 and for forming the Leislative Council of HKSAR in 2016 (the CE Report); and
<br /><br /></td></tr><tr><td valign=""top"">(b)</td><td valign=""top"">the Report on the Public Consultation on the Methods for Selecting the CE in 2017 and for Forming the Legislative Council in 2016 (the Report on Public Consultation).
<br /><br /></td></tr></table>
[<a href=""http://www.legco.gov.hk/yr13-14/english/hc/papers/hc0715cb2-2066-1-e.pdf"" target=""_blank"">Statement by the Chief Secretary for Administration</a>]
[<a href=""http://www.legco.gov.hk/yr13-14/english/hc/papers/hc0715cb2-2043-e.pdf"" target=""_blank"">Background brief prepared by the Secretariat</a>]","Constitutional Affairs","15.7.14",376
"1229","CD",NA,"Constitutional Affairs Panel","The Panel discussed the CE Report and the Report on Public Consultation.
[<a href=""http://www.legco.gov.hk/yr13-14/chinese/panels/ca/papers/ca0721-rpt201407-ec.pdf"" target=""_blank"">Report by CE of HKSAR to NPCSC on whether there is a need to amend the methods for selecting CE of HKSAR in 2017 and for forming the Legislative Council of HKSAR in 2016</a>]
[<a href=""http://www.legco.gov.hk/yr13-14/english/panels/ca/papers/ca0721-rpt201407a-e.pdf"" target=""_blank"">Report on Public Consultation on the Methods for Selecting the CE in 2017 and for Forming the Legislative Council in 2016</a>]
[<a href=""http://www.legco.gov.hk/yr13-14/english/panels/ca/papers/ca0721cb2-2054-1-e.pdf"" target=""_blank"">Press releases</a>]","Constitutional Affairs","21.7.14",377
"1662","CD",NA,"Constitutional Affairs Panel","Arising from members' concern about certain remarks made by Mr ZHU Yucheng, Director of the Institute of Hong Kong and Macao Affairs (IHKMA), at a forum on 15.5.04 2004 and as agreed at the Panel meeting on 17.5.04, the Panel Chairman wrote to invite Mr ZHU to attend a meeting of the Panel to exchange views with members on the relevant issues. [<a href=""http://www.legco.gov.hk/yr03-04/chinese/panels/ca/papers/ca0621cb2-2510-1c.pdf"" target=""_blank"">Letter</a> (Chinese version only)] 
<br /><br />The Task Force briefed the Panel on its progress of work since 17.5.04, including details of the two Seminars on Constitutional Development. [<a href=""http://www.legco.gov.hk/yr03-04/english/panels/ca/papers/ca0621cb2-2857-2e.pdf"" target=""_blank"">Paper</a>]","Constitutional Affairs","21.6.04",378
"1663","CD",NA,"Constitutional Affairs Panel","IHKMA had replied that Mr ZHU Yucheng would not attend a meeting of the Panel.  Excerpts from two publications, i.e. ""The Downing Street Years"" and ""鄧小平文選"" were attached to IHKMA's letter dated 25.6.04 for members' reference. 
[<a href=""http://www.legco.gov.hk/yr03-04/chinese/panels/ca/papers/ca0517cb2-3074-1c-scan.pdf"" target=""_blank"">IHKMA's Letter</a> (Chinese version only)] 
[<a href=""http://www.legco.gov.hk/yr03-04/chinese/panels/ca/papers/ca0517cb2-3074-2c.pdf"" target=""_blank"">CA Panel Chairman's letter</a> (Chinese version only)]","Constitutional Affairs","25.6.04 and 12.7.04",379
"1712","CD",NA,"Constitutional Affairs Panel","The Administration briefed members on the legislative proposals to amend the Chief Executive Election Ordinance.  The main proposals seek to clarify the number of consecutive terms that a new CE returned in by-election may serve, and the electoral arrangements in the event that only one CE candidate is validly nominated. [<a href=""http://www.legco.gov.hk/yr05-06/english/panels/ca/papers/ca0116cb2-870-2e.pdf"" target=""_blank"">Paper</a>]
<br /><br />The Panel discussed the Democratic Party's proposals for electing CE and LegCo by universal suffrage. [<a href=""http://www.legco.gov.hk/yr05-06/chinese/panels/ca/papers/ca0116cb2-870-3c.pdf"" target=""_blank"">Paper</a>] (Chinese version only)","Constitutional Affairs","16.1.06",380
"1714","CD",NA,"Constitutional Affairs Panel","The Democratic Party proposed five issues relating to universal suffrage for discussion by the Panel. [<a href=""http://www.legco.gov.hk/yr05-06/chinese/panels/ca/papers/ca0220cb2-1191-1c-scan.pdf"" target=""_blank"">Paper</a>] (Chinese version only)
<br /><br />The Panel discussed the model for electing the head of state/government and member of legislatures in some foreign countries [<a href=""http://www.legco.gov.hk/yr05-06/english/sec/library/0506in19e.pdf"" target=""_blank"">Information Note on ""Summary of Electoral Systems in Selected Places""</a>] [<a href=""http://www.legco.gov.hk/yr05-06/english/panels/ca/papers/ca0320cb2-1307-a-e.pdf"" target=""_blank"">Papers</a>]","Constitutional Affairs","20.3.06",381
"1717","CD",NA,"Constitutional Affairs Panel","The Panel discussed the model for forming LegCo by universal suffrage proposed by the Democratic Party
[<a href=""http://www.legco.gov.hk/yr05-06/english/panels/ca/papers/ca0515cb2-1971-2e.pdf"" target=""_blank"">Paper</a>]
[<a href=""http://www.legco.gov.hk/yr05-06/english/sec/library/0506in24e.pdf"" target=""_blank"">Information Note on ""Functional Representation in Ireland and Slovenia""</a>]
[<a href=""http://www.legco.gov.hk/yr05-06/english/sec/library/0506in25e.pdf"" target=""_blank"">Information Note on ""Compliance of the Electoral System of the Legislature with the International Covenant on Civil and Political Rights: New Zealand""</a>]
[<a href=""http://www.legco.gov.hk/yr05-06/english/sec/library/0506fs14e.pdf"" target=""_blank"">Fact Sheet on ""Nationality Requirement of Legislators in Selected Countries""</a>] [Papers] (Chinese version only)
[<a href=""http://www.legco.gov.hk/yr05-06/chinese/panels/ca/papers/ca0515cb2-2018-1c.pdf"" target=""_blank"">Paper</a>](Chinese version only)
[<a href=""http://www.legco.gov.hk/yr05-06/chinese/panels/ca/papers/ca0515cb2-2018-2c.pdf"" target=""_blank"">Paper</a>](Chinese version only)","Constitutional Affairs","15.5.06",382
"1745","CD",NA,"Constitutional Affairs Panel","The Panel continued its discussion on the Green Paper. [<a href=""http://www.legco.gov.hk/yr06-07/english/panels/ca/papers/ca1005cb2-2766-1-e.pdf"" target=""_blank"">Paper</a>]","Constitutional Affairs","5.10.07",383
"1809","CD",NA,"House Committee","The House Committee held a special meeting to discuss with the Chief Secretary for Administration and senior Government officials the Report by the CE of HKSAR to NPCSC on whether there is a need to amend the methods for selecting the CE of HKSAR in 2017 and for forming the Leislative Council of HKSAR in 2016 (the CE Report) and the Report on the Public Consultation on the Methods for Selecting the CE in 2017 and for Forming the Legislative Council in 2016 (the Report on Public Consultation).
[<a href=""http://www.legco.gov.hk/yr13-14/english/hc/papers/hc0715cb2-2066-1-e.pdf"" target=""_blank"">Opening remarks by the Chief Secretary for Administration</a>]
[<a href=""http://www.legco.gov.hk/yr13-14/english/hc/papers/hc0715cb2-2043-e.pdf"" target=""_blank"">Background brief prepared by the Secretariat</a>]","Constitutional Affairs","15.7.14",384
